,num__Age,num__Weight (kg),num__Height (m),num__Max_BPM,num__Avg_BPM,num__Resting_BPM,num__Session_Duration (hours),num__Fat_Percentage,num__Water_Intake (liters),num__Workout_Frequency (days/week),num__Experience_Level,num__BMI,cat__Gender_Female,cat__Gender_Male,cat__Workout_Type_Cardio,cat__Workout_Type_HIIT,cat__Workout_Type_Strength,cat__Workout_Type_Yoga
847,0.6764529761963866,-1.5533168129638977,-1.1237315633390157,-1.7292984910135474,1.375050039445227,0.790247550979738,-0.6733842583608977,0.2278487729252232,-0.8736534317695142,0.7486544926707626,0.2688981400477414,-1.2942230562020967,1.0,0.0,0.0,0.0,0.0,1.0
762,-0.23030299532167364,2.5561119442310294,1.5694540378617001,1.3108110468797542,-0.7790585902011746,-1.0961731036986686,0.7091114030955864,-0.5460945391254377,1.2923022679787006,-0.3631644059874078,0.2688981400477414,1.486061283693442,0.0,1.0,1.0,0.0,0.0,0.0
971,-0.5600324395100591,2.786403717672837,0.7999724375186392,1.5713918644134657,0.19376466189720032,-0.018218443882436312,-0.46300448379143255,0.48582987694210983,-0.8736534317695142,-0.3631644059874078,0.2688981400477414,2.3528456360815357,0.0,1.0,0.0,1.0,0.0,0.0
97,1.5832089477144466,1.6144744706023038,-0.5081462830645672,-0.686975220878701,1.7224869151946467,-0.15296277635946537,0.2282433469368095,-0.09462760709588547,0.7924663372675744,-0.3631644059874078,-1.0975434287662913,2.3217036833011253,0.0,1.0,1.0,0.0,0.0,0.0
588,-1.5492207720752156,2.4844656147158,0.03049083717557662,0.5290685942786195,0.6801762879463877,0.655503218502709,-0.7334927653807449,0.6631918859537198,1.2923022679787006,-0.3631644059874078,0.2688981400477414,2.7888329750072822,0.0,1.0,1.0,0.0,0.0,0.0
204,-1.3019236889339265,0.6063082624237224,2.031142998067538,-0.07895331330004074,-0.9180333405009424,1.1944805484108252,1.6107390083932935,-2.2874669912394245,1.4589142448824097,0.7486544926707626,1.6353397088617743,-0.5156742366918337,0.0,1.0,1.0,0.0,0.0,0.0
244,-1.384356049981023,1.9727061181784493,1.4925058778273939,-0.686975220878701,0.05478991159743246,-0.9614287712216396,-0.28267896273189164,-0.8040756431423249,1.1256902910749917,-0.3631644059874078,0.2688981400477414,1.010281449548282,0.0,1.0,0.0,1.0,0.0,0.0
774,-0.8073295226513483,0.6626018070428314,-0.046457322858729645,0.6159288667898567,-0.22315958900210323,-1.5004061011297558,1.6107390083932935,-1.7553809642045952,1.4589142448824097,0.7486544926707626,1.6353397088617743,0.7888275631098068,0.0,1.0,0.0,0.0,0.0,1.0
933,0.6764529761963866,1.343241937437508,1.3386095577587813,1.658252136924703,0.3327394121969682,0.2512702210716218,-1.484849103128834,-0.36873253011382834,0.6258543603638654,-0.3631644059874078,-1.0975434287662913,0.5293112899397192,0.0,1.0,0.0,1.0,0.0,0.0
518,-0.8073295226513483,0.724012946627313,-0.5850944430988735,0.268487776744908,-1.0570080908007102,1.1944805484108252,1.2200337127642868,-2.255219353237314,1.4589142448824097,0.7486544926707626,1.6353397088617743,1.295749350035378,0.0,1.0,0.0,1.0,0.0,0.0
334,0.4291558930550974,-1.4919056733794158,0.41523163734710794,-1.121276583434887,1.0971005388456914,0.2512702210716218,0.7091114030955864,0.018239125911502452,-0.040593547250969884,-0.3631644059874078,0.2688981400477414,-1.8392072298592808,1.0,0.0,0.0,0.0,1.0,0.0
844,-1.3019236889339265,2.29511460099698,0.4921797973814142,-0.16581358581127792,-1.1264954659505944,0.9249918834567671,-0.7635470188906684,0.260096410927334,1.2923022679787006,0.7486544926707626,0.2688981400477414,2.1296616411552605,0.0,1.0,0.0,0.0,1.0,0.0
25,0.26429117096090465,-0.4223283256163524,-0.1234054828930359,-0.6001149483674638,1.7919742903445306,-0.018218443882436312,0.4987316285261212,0.14722967791994604,-1.3734893624806408,-0.3631644059874078,0.2688981400477414,-0.4084075104481973,1.0,0.0,0.0,0.0,0.0,1.0
84,0.18185880991380826,0.007549651475021834,0.7999724375186392,-0.4263944033449895,-0.7095712150512907,-0.5571957737905525,-0.3728417232616624,-0.6105898151296598,0.2926304065564474,-0.3631644059874078,0.2688981400477414,-0.4516602226432119,0.0,1.0,0.0,0.0,0.0,1.0
519,-1.0546266057926375,0.08943117092099839,-0.5081462830645672,-0.2526738583225151,-1.2654702162503622,1.3292248808878542,-0.9739267934601333,0.2439725919262783,-0.7070414548658052,-1.4749833046455783,-1.0975434287662913,0.451456407988693,0.0,1.0,0.0,0.0,0.0,1.0
650,0.6764529761963866,-1.461200103587175,-0.8159389232017906,-0.07895331330004074,-0.7790585902011746,0.2512702210716218,-2.2362054408769234,0.018239125911502452,-0.5404294779620968,-0.3631644059874078,-1.0975434287662913,-1.314984358055704,1.0,0.0,1.0,0.0,0.0,0.0
448,0.8413176982905792,1.727061559840521,-0.6620426031331798,1.5713918644134657,0.8191510382461556,-0.42245144131352347,-0.16246194869219724,0.6954395239558305,0.7924663372675744,-0.3631644059874078,0.2688981400477414,2.622742560178426,0.0,1.0,1.0,0.0,0.0,0.0
357,-0.8073295226513483,1.1897140884763027,1.030816917621558,-0.5132546758562266,-0.15367221385221932,-1.3656617686527268,-1.845500145247917,0.2278487729252232,-0.20720552415467888,-1.4749833046455783,-1.0975434287662913,0.584674761549338,0.0,1.0,0.0,0.0,0.0,1.0
629,0.5115882541021938,0.07919598099025124,0.10743899720988288,0.09476723172243362,0.6106889127965038,-1.6351504336067848,-0.22257045571204445,0.7760586189611077,-0.5404294779620968,0.7486544926707626,0.2688981400477414,0.02411961150194885,1.0,0.0,1.0,0.0,0.0,0.0
528,-0.8073295226513483,1.7680023195635088,0.6460761174500267,-0.2526738583225151,0.8886384133960396,-0.2877071088364944,0.10802633289711511,0.08273440191572395,-0.20720552415467888,0.7486544926707626,0.2688981400477414,1.4479988969618294,0.0,1.0,1.0,0.0,0.0,0.0
467,-1.631653133122312,1.3637123172990016,-0.20035364292734217,1.4845315919022286,1.305562664295343,1.5987135458419124,-1.2744693285593693,-0.6589612721328256,-0.3738175010583879,-1.4749833046455783,-1.0975434287662913,1.7265463634977234,0.0,1.0,1.0,0.0,0.0,0.0
247,-1.0546266057926375,-0.05386148810945968,-0.5081462830645672,0.35534804925614516,-1.2654702162503622,0.790247550979738,-1.3345778355792162,0.5986966099494977,-1.54010133938435,-0.3631644059874078,-1.0975434287662913,0.27498534223303345,1.0,0.0,0.0,1.0,0.0,0.0
118,-1.7140854941694084,1.0464214294458445,0.10743899720988288,1.3108110468797542,1.7224869151946467,-1.6351504336067848,0.4686773750161976,-0.6267136341307149,0.7924663372675744,-1.4749833046455783,-1.0975434287662913,1.1037073078895132,0.0,1.0,0.0,0.0,0.0,1.0
342,1.4183442256202539,-1.374200989175825,0.03049083717557662,-1.2949971284573614,-0.9875207156508264,1.4639692133648832,-1.2744693285593693,0.03436294491255754,-0.040593547250969884,-0.3631644059874078,-1.0975434287662913,-1.5693103057623896,1.0,0.0,0.0,0.0,1.0,0.0
787,-1.7140854941694084,-0.44791630044321995,-0.738990763167486,-1.5555779459910728,-1.6129070919997817,1.4639692133648832,-1.7853916382280697,0.3729631439347219,-0.7070414548658052,-0.3631644059874078,-1.0975434287662913,-0.06065570440028013,0.0,1.0,1.0,0.0,0.0,0.0
250,-0.23030299532167364,1.4302410518488577,2.031142998067538,0.7896494118123311,0.2632520370470842,1.4639692133648832,0.2282433469368095,-0.691208910134937,-0.20720552415467888,-0.3631644059874078,-1.0975434287662913,0.18847991784300425,0.0,1.0,0.0,0.0,0.0,1.0
318,-0.06543827322748087,-0.5451506047853169,1.8772466779989252,-0.2526738583225151,0.19376466189720032,-1.5004061011297558,0.34846036097650385,-0.2719896161074955,0.2926304065564474,-0.3631644059874078,-1.0975434287662913,-1.443012386152947,0.0,1.0,1.0,0.0,0.0,0.0
497,0.18185880991380826,0.4937211731855051,1.1077650776558643,-1.121276583434887,-1.0570080908007102,-0.42245144131352347,1.8511730364726824,-2.4164575432478683,1.4589142448824097,1.860473391328933,1.6353397088617743,-0.14024069483910717,0.0,1.0,0.0,1.0,0.0,0.0
196,0.8413176982905792,-0.18691895720917134,-1.5854205235448533,-0.2526738583225151,0.47171416249673603,-0.2877071088364944,0.588894389055892,0.6793157049547749,-1.3734893624806408,0.7486544926707626,0.2688981400477414,0.937616893060657,1.0,0.0,0.0,0.0,1.0,0.0
587,-1.7140854941694084,0.5756026926314817,1.800298517964619,0.268487776744908,0.47171416249673603,0.655503218502709,1.7309560224329879,-1.8682476972119835,1.4589142448824097,0.7486544926707626,1.6353397088617743,-0.4291688123018045,0.0,1.0,0.0,1.0,0.0,0.0
81,0.26429117096090465,-0.6372673141620399,0.10743899720988288,1.3108110468797542,-0.15367221385221932,-1.3656617686527268,1.58068475488337,-1.4167807651824316,0.12601842965273913,1.860473391328933,1.6353397088617743,-0.7769206183497221,1.0,0.0,0.0,0.0,0.0,1.0
352,-0.14787063427457725,-0.9699109869113179,-0.1234054828930359,0.35534804925614516,0.8886384133960396,-1.6351504336067848,-0.3728417232616624,0.46970605794105474,-1.54010133938435,0.7486544926707626,0.2688981400477414,-1.039897108495411,1.0,0.0,0.0,0.0,0.0,1.0
602,1.0886147814318685,-0.06921427300558079,-0.2773018029616484,-1.2949971284573614,-0.5705964647515228,0.38601455354865083,0.31840610746658027,0.14722967791994604,-0.7070414548658052,-0.3631644059874078,-1.0975434287662913,0.10024438496517417,1.0,0.0,0.0,1.0,0.0,0.0
239,-0.47760007846296276,0.33507572925892665,-0.5081462830645672,-1.64243821850231,0.8886384133960396,0.9249918834567671,0.10802633289711511,1.2275255509906595,-1.2068773855769321,0.7486544926707626,0.2688981400477414,0.7524952848659945,1.0,0.0,0.0,1.0,0.0,0.0
689,-1.4667884110281193,0.7496009214541806,1.030816917621558,-1.4687176734798357,-0.9875207156508264,-0.5571957737905525,0.34846036097650385,-0.5460945391254377,-0.040593547250969884,-0.3631644059874078,0.2688981400477414,0.15387774808699267,0.0,1.0,0.0,1.0,0.0,0.0
211,-0.47760007846296276,0.3094877544320591,-0.1234054828930359,0.6159288667898567,-0.5011090896016389,-0.5571957737905525,-0.5231129908112797,0.1794773159220568,-0.8736534317695142,-0.3631644059874078,-1.0975434287662913,0.4376155400862886,1.0,0.0,1.0,0.0,0.0,0.0
822,-1.4667884110281193,0.03313762630188937,-0.3542499629959547,-1.5555779459910728,-1.1264954659505944,1.0597362159337962,-0.19251620220212085,1.4532590170054365,-1.3734893624806408,-0.3631644059874078,0.2688981400477414,0.27325523374523264,1.0,0.0,1.0,0.0,0.0,0.0
549,1.3359118645731576,-0.4325635155470996,1.030816917621558,1.5713918644134657,0.05478991159743246,-1.2309174361756978,0.31840610746658027,-0.36873253011382834,0.4592423834601564,0.7486544926707626,0.2688981400477414,-1.0018347217637977,0.0,1.0,0.0,0.0,1.0,0.0
898,-0.9721942447455411,1.6554152303252916,-0.3542499629959547,-1.5555779459910728,-0.5705964647515228,-0.018218443882436312,0.07797207938719151,0.7276871619579414,1.4589142448824097,-0.3631644059874078,0.2688981400477414,2.2161670655452896,0.0,1.0,1.0,0.0,0.0,0.0
227,-0.31273535636877003,-0.31485883134350906,-0.8159389232017906,0.7896494118123311,1.0276131636958075,0.9249918834567671,-0.7635470188906684,1.3887637410012137,-1.8733252931917674,0.7486544926707626,0.2688981400477414,0.16079818203819488,1.0,0.0,1.0,0.0,0.0,0.0
832,-0.23030299532167364,-0.6116793393351724,-0.046457322858729645,-1.64243821850231,-1.0570080908007102,-1.5004061011297558,1.129870952234516,-1.1265520231634336,0.12601842965273913,1.860473391328933,1.6353397088617743,-0.667923783618285,1.0,0.0,0.0,0.0,1.0,0.0
751,-1.1370589668397337,-0.7293840235387629,-1.1237315633390157,0.7027891393010939,0.12427728674731639,-1.3656617686527268,0.31840610746658027,0.08273440191572395,-0.7070414548658052,-0.3631644059874078,0.2688981400477414,-0.17830308157071983,1.0,0.0,0.0,0.0,0.0,1.0
896,-1.384356049981023,-0.5195626299584494,-1.5854205235448533,-0.9475560384124126,1.583512164894879,-0.15296277635946537,1.7309560224329879,-1.3200378511760986,0.12601842965273913,1.860473391328933,1.6353397088617743,0.451456407988693,1.0,0.0,0.0,0.0,0.0,1.0
892,-1.5492207720752156,0.7035425667658194,1.4925058778273939,-0.686975220878701,-0.5011090896016389,-0.5571957737905525,1.4003592338238284,-2.368086086244702,1.4589142448824097,1.860473391328933,1.6353397088617743,-0.15408156274151155,0.0,1.0,1.0,0.0,0.0,0.0
380,0.6764529761963866,0.8417176308309042,-0.9698352432704032,0.5290685942786195,-1.1959828411004783,-0.2877071088364944,1.8211187829627586,-1.771504783205651,1.4589142448824097,1.860473391328933,1.6353397088617743,1.797480811497548,0.0,1.0,0.0,1.0,0.0,0.0
903,-0.14787063427457725,-0.2585652867244,0.18438715724418914,0.35534804925614516,-1.1264954659505944,-1.6351504336067848,0.3785146144864268,0.21172495392416754,-0.8736534317695142,0.7486544926707626,0.2688981400477414,-0.398026859521394,1.0,0.0,0.0,0.0,1.0,0.0
296,-0.06543827322748087,-0.6577376940235339,-0.046457322858729645,1.3976713193909913,0.3327394121969682,0.790247550979738,-0.5531672443212033,0.9856682659748285,-1.54010133938435,-0.3631644059874078,0.2688981400477414,-0.7198270382523025,1.0,0.0,1.0,0.0,0.0,0.0
344,1.6656413087615431,0.8928935804846393,-0.8159389232017906,1.5713918644134657,-1.2654702162503622,-0.42245144131352347,0.5287858820360448,-0.2719896161074955,1.6255262217861186,-0.3631644059874078,0.2688981400477414,1.7161657125709207,0.0,1.0,0.0,0.0,1.0,0.0
7,0.09942644886671188,-0.11527262769394192,-1.6623686835791596,0.7896494118123311,-0.15367221385221932,0.2512702210716218,0.04791782587726792,0.8728015329674406,-1.2068773855769321,-0.3631644059874078,0.2688981400477414,1.1123578503285163,1.0,0.0,1.0,0.0,0.0,0.0
155,0.26429117096090465,-0.4632690853393407,1.9541948380332315,-0.6001149483674638,-1.1959828411004783,-0.15296277635946537,0.4987316285261212,0.5342013339452762,1.2923022679787006,0.7486544926707626,0.2688981400477414,-1.401489782445733,0.0,1.0,0.0,0.0,0.0,1.0
525,-0.47760007846296276,-0.6628552889889074,-0.43119812303026095,-0.4263944033449895,-1.334957591400246,-0.9614287712216396,-1.064089553989904,1.3726399220001593,-1.2068773855769321,-0.3631644059874078,-1.0975434287662913,-0.5156742366918337,1.0,0.0,1.0,0.0,0.0,0.0
753,1.5007765866673504,-0.3865051608587377,-1.2776278834076282,-0.2526738583225151,0.05478991159743246,1.4639692133648832,0.7992741636253571,-1.191047299167655,0.12601842965273913,1.860473391328933,1.6353397088617743,0.4012832618424762,1.0,0.0,1.0,0.0,0.0,0.0
451,0.18185880991380826,-0.29950604644738865,-0.2773018029616484,0.6159288667898567,-0.014697463552451464,0.790247550979738,-1.4547948496189105,0.3568393249336662,1.2923022679787006,-1.4749833046455783,-1.0975434287662913,-0.17311275610731788,0.0,1.0,0.0,0.0,0.0,1.0
836,-1.3019236889339265,-0.34556440113574977,-0.8159389232017906,1.0502302293460426,0.8886384133960396,-0.42245144131352347,0.34846036097650385,0.9534206279727178,-0.20720552415467888,-0.3631644059874078,0.2688981400477414,0.12100568681878136,1.0,0.0,1.0,0.0,0.0,0.0
757,0.8413176982905792,-0.7242664285733896,2.031142998067538,0.268487776744908,1.2360752891454592,0.655503218502709,-0.9739267934601333,-0.07850378809483038,0.7924663372675744,-0.3631644059874078,-1.0975434287662913,-1.6506254046890172,0.0,1.0,0.0,1.0,0.0,0.0
684,-0.06543827322748087,-0.8010303530539923,-0.9698352432704032,0.00790695921119644,-0.08418483870233538,-1.2309174361756978,-0.13240769518227366,0.5825727909484426,-1.2068773855769321,0.7486544926707626,0.2688981400477414,-0.3720752322043855,1.0,0.0,0.0,0.0,0.0,1.0
432,-0.9721942447455411,-0.1255078176246891,0.2613353172784954,-0.7738354933899382,-1.5434197168498978,0.5207588860256799,-0.94387253995021,1.4855066550075466,-1.0402654086732233,-0.3631644059874078,-1.0975434287662913,-0.2942203502533587,1.0,0.0,0.0,0.0,1.0,0.0
935,-0.06543827322748087,-1.3690833942104514,-0.3542499629959547,1.13709050185728,0.05478991159743246,-0.5571957737905525,-0.7334927653807449,0.7599347999600521,-0.3738175010583879,-0.3631644059874078,0.2688981400477414,-1.4066801079091344,1.0,0.0,0.0,1.0,0.0,0.0
908,-1.0546266057926375,-1.0262045315304267,2.108091158101844,-0.6001149483674638,-0.7095712150512907,-1.0961731036986686,-1.5149033566387577,0.2278487729252232,-0.5404294779620968,-1.4749833046455783,-1.0975434287662913,-1.9326330882005123,0.0,1.0,0.0,1.0,0.0,0.0
388,-0.39516771741586637,1.0259510495843502,0.2613353172784954,-0.4263944033449895,-0.014697463552451464,1.4639692133648832,-1.5750118636586048,-0.49772308212227134,1.4589142448824097,-0.3631644059874078,-1.0975434287662913,0.9618384118898653,0.0,1.0,0.0,0.0,0.0,1.0
514,1.1710471424789648,-0.1971541471399185,-1.3545760434419345,-1.3818574009685984,-0.8485459653510585,0.38601455354865083,0.4686773750161976,0.14722967791994604,-0.7070414548658052,0.7486544926707626,0.2688981400477414,0.7282737660367867,1.0,0.0,0.0,1.0,0.0,0.0
583,0.5115882541021938,-1.5737871928253917,-1.1237315633390157,1.3108110468797542,1.7224869151946467,1.1944805484108252,0.6490028960757391,0.566448971947387,-0.040593547250969884,-1.4749833046455783,-1.0975434287662913,-1.321904792006906,1.0,0.0,0.0,1.0,0.0,0.0
926,0.016994087819615505,1.5530633310178215,1.6464021978960064,1.0502302293460426,-0.6400838399014068,-1.6351504336067848,-1.0941438074998278,-0.36873253011382834,-0.3738175010583879,-0.3631644059874078,-1.0975434287662913,0.5258510729641181,0.0,1.0,0.0,0.0,0.0,1.0
